	primaryName	first	last	first.c	last.c	first.l	last.l	bigram	wv.exists
326	Lacey Chabert	Lacey	Chabert	5	7.0	lacey	chabert	lacey_chabert	True
327	Richard Chamberlain	Richard	Chamberlain	7	11.0	richard	chamberlain	richard_chamberlain	True
328	Jackie Chan	Jackie	Chan	6	4.0	jackie	chan	jackie_chan	True
329	Stockard Channing	Stockard	Channing	8	8.0	stockard	channing	stockard_channing	True
330	Chevy Chase	Chevy	Chase	5	5.0	chevy	chase	chevy_chase	True
331	Don Cheadle	Don	Cheadle	3	7.0	don	cheadle	don_cheadle	True
332	Cher	Cher		4		cher			False
333	Yun-Fat Chow	Yun-Fat	Chow	7	4.0	yun-fat	chow	yun-fat_chow	False
334	Glenn Close	Glenn	Close	5	5.0	glenn	close	glenn_close	True
335	James Coburn	James	Coburn	5	6.0	james	coburn	james_coburn	True
336	Rachael Leigh Cook	Rachael	Leigh Cook	7	10.0	rachael	leigh cook	rachael_leigh cook	False
337	Francis Ford Coppola	Francis	Ford Coppola	7	12.0	francis	ford coppola	francis_ford coppola	False
338	Roger Corman	Roger	Corman	5	6.0	roger	corman	roger_corman	True
339	Cindy Crawford	Cindy	Crawford	5	8.0	cindy	crawford	cindy_crawford	False
340	Michael Crichton	Michael	Crichton	7	8.0	michael	crichton	michael_crichton	True
341	James Cromwell	James	Cromwell	5	8.0	james	cromwell	james_cromwell	True
342	David Cronenberg	David	Cronenberg	5	10.0	david	cronenberg	david_cronenberg	True
343	Denise Crosby	Denise	Crosby	6	6.0	denise	crosby	denise_crosby	True
344	Billy Crystal	Billy	Crystal	5	7.0	billy	crystal	billy_crystal	True
345	Macaulay Culkin	Macaulay	Culkin	8	6.0	macaulay	culkin	macaulay_culkin	True
346	Tim Curry	Tim	Curry	3	5.0	tim	curry	tim_curry	True
347	Tony Curtis	Tony	Curtis	4	6.0	tony	curtis	tony_curtis	True
348	Joan Cusack	Joan	Cusack	4	6.0	joan	cusack	joan_cusack	True
349	Beverly D'Angelo	Beverly	D'Angelo	7	8.0	beverly	d'angelo	beverly_d'angelo	False
350	Donna D'Errico	Donna	D'Errico	5	8.0	donna	d'errico	donna_d'errico	False
351	Vincent D'Onofrio	Vincent	D'Onofrio	7	9.0	vincent	d'onofrio	vincent_d'onofrio	False
352	Willem Dafoe	Willem	Dafoe	6	5.0	willem	dafoe	willem_dafoe	True
353	Matt Damon	Matt	Damon	4	5.0	matt	damon	matt_damon	True
354	Anthony Daniels	Anthony	Daniels	7	7.0	anthony	daniels	anthony_daniels	False
355	Sybil Danning	Sybil	Danning	5	7.0	sybil	danning	sybil_danning	True
356	Lolita Davidovich	Lolita	Davidovich	6	10.0	lolita	davidovich	lolita_davidovich	False
357	Daniel Day-Lewis	Daniel	Day-Lewis	6	9.0	daniel	day-lewis	daniel_day-lewis	False
358	Olivier De Funès	Olivier	De Funès	7	8.0	olivier	de funès	olivier_de funès	False
359	Rebecca De Mornay	Rebecca	De Mornay	7	9.0	rebecca	de mornay	rebecca_de mornay	False
360	Brian De Palma	Brian	De Palma	5	8.0	brian	de palma	brian_de palma	False
361	Danny DeVito	Danny	DeVito	5	6.0	danny	devito	danny_devito	True
362	Loren Dean	Loren	Dean	5	4.0	loren	dean	loren_dean	True
363	Sandra Dee	Sandra	Dee	6	3.0	sandra	dee	sandra_dee	True
364	Julie Delpy	Julie	Delpy	5	5.0	julie	delpy	julie_delpy	True
365	Catherine Deneuve	Catherine	Deneuve	9	7.0	catherine	deneuve	catherine_deneuve	True
366	Gérard Depardieu	Gérard	Depardieu	6	9.0	gérard	depardieu	gérard_depardieu	True
367	Laura Dern	Laura	Dern	5	4.0	laura	dern	laura_dern	True
368	Matt Dillon	Matt	Dillon	4	6.0	matt	dillon	matt_dillon	True
369	Walt Disney	Walt	Disney	4	6.0	walt	disney	walt_disney	True
370	Ami Dolenz	Ami	Dolenz	3	6.0	ami	dolenz	ami_dolenz	False
371	Amanda Donohoe	Amanda	Donohoe	6	7.0	amanda	donohoe	amanda_donohoe	False
372	Michael Dorn	Michael	Dorn	7	4.0	michael	dorn	michael_dorn	True
373	Brad Dourif	Brad	Dourif	4	6.0	brad	dourif	brad_dourif	True
374	Robert Downey Jr.	Robert	Downey Jr.	6	10.0	robert	downey jr.	robert_downey jr.	False
375	Fran Drescher	Fran	Drescher	4	8.0	fran	drescher	fran_drescher	True
376	Richard Dreyfuss	Richard	Dreyfuss	7	8.0	richard	dreyfuss	richard_dreyfuss	True
377	Minnie Driver	Minnie	Driver	6	6.0	minnie	driver	minnie_driver	True
378	Kirsten Dunst	Kirsten	Dunst	7	5.0	kirsten	dunst	kirsten_dunst	True
379	Robert Duvall	Robert	Duvall	6	6.0	robert	duvall	robert_duvall	True
380	Anthony Edwards	Anthony	Edwards	7	7.0	anthony	edwards	anthony_edwards	True
381	Atom Egoyan	Atom	Egoyan	4	6.0	atom	egoyan	atom_egoyan	True
382	Jennifer Ehle	Jennifer	Ehle	8	4.0	jennifer	ehle	jennifer_ehle	True
383	Danny Elfman	Danny	Elfman	5	6.0	danny	elfman	danny_elfman	True
384	Sam Elliott	Sam	Elliott	3	7.0	sam	elliott	sam_elliott	True
385	Roland Emmerich	Roland	Emmerich	6	8.0	roland	emmerich	roland_emmerich	True
386	Robert Englund	Robert	Englund	6	7.0	robert	englund	robert_englund	True
387	R. Lee Ermey	R.	Lee Ermey	2	9.0	r.	lee ermey	r._lee ermey	False
388	Emilio Estevez	Emilio	Estevez	6	7.0	emilio	estevez	emilio_estevez	True
389	Joe Eszterhas	Joe	Eszterhas	3	9.0	joe	eszterhas	joe_eszterhas	True
390	Rupert Everett	Rupert	Everett	6	7.0	rupert	everett	rupert_everett	True
391	Morgan Fairchild	Morgan	Fairchild	6	9.0	morgan	fairchild	morgan_fairchild	True
392	Peter Falk	Peter	Falk	5	4.0	peter	falk	peter_falk	True
393	Chris Farley	Chris	Farley	5	6.0	chris	farley	chris_farley	True
394	Terry Farrell	Terry	Farrell	5	7.0	terry	farrell	terry_farrell	False
395	Farrah Fawcett	Farrah	Fawcett	6	7.0	farrah	fawcett	farrah_fawcett	True
396	Corey Feldman	Corey	Feldman	5	7.0	corey	feldman	corey_feldman	True
397	Sally Field	Sally	Field	5	5.0	sally	field	sally_field	True
398	David Fincher	David	Fincher	5	7.0	david	fincher	david_fincher	True
399	Linda Fiorentino	Linda	Fiorentino	5	10.0	linda	fiorentino	linda_fiorentino	True
400	Laurence Fishburne	Laurence	Fishburne	8	9.0	laurence	fishburne	laurence_fishburne	True
401	Carrie Fisher	Carrie	Fisher	6	6.0	carrie	fisher	carrie_fisher	True
402	Bridget Fonda	Bridget	Fonda	7	5.0	bridget	fonda	bridget_fonda	True
403	Jane Fonda	Jane	Fonda	4	5.0	jane	fonda	jane_fonda	True
404	Michelle Forbes	Michelle	Forbes	8	6.0	michelle	forbes	michelle_forbes	True
405	John Ford	John	Ford	4	4.0	john	ford	john_ford	True
406	Vivica A. Fox	Vivica	A. Fox	6	6.0	vivica	a. fox	vivica_a. fox	False
407	Jonathan Frakes	Jonathan	Frakes	8	6.0	jonathan	frakes	jonathan_frakes	True
408	Brendan Fraser	Brendan	Fraser	7	6.0	brendan	fraser	brendan_fraser	True
409	Stephen Fry	Stephen	Fry	7	3.0	stephen	fry	stephen_fry	True
410	Edward Furlong	Edward	Furlong	6	7.0	edward	furlong	edward_furlong	True
411	Andy Garcia	Andy	Garcia	4	6.0	andy	garcia	andy_garcia	True
412	Janeane Garofalo	Janeane	Garofalo	7	8.0	janeane	garofalo	janeane_garofalo	True
413	Teri Garr	Teri	Garr	4	4.0	teri	garr	teri_garr	True
414	Jami Gertz	Jami	Gertz	4	5.0	jami	gertz	jami_gertz	False
415	Terry Gilliam	Terry	Gilliam	5	7.0	terry	gilliam	terry_gilliam	True
416	Crispin Glover	Crispin	Glover	7	6.0	crispin	glover	crispin_glover	True
417	Danny Glover	Danny	Glover	5	6.0	danny	glover	danny_glover	True
418	Jean-Luc Godard	Jean-Luc	Godard	8	6.0	jean-luc	godard	jean-luc_godard	False
419	Valeria Golino	Valeria	Golino	7	6.0	valeria	golino	valeria_golino	True
420	Cuba Gooding Jr.	Cuba	Gooding Jr.	4	11.0	cuba	gooding jr.	cuba_gooding jr.	False
421	John Goodman	John	Goodman	4	7.0	john	goodman	john_goodman	True
422	Serena Grandi	Serena	Grandi	6	6.0	serena	grandi	serena_grandi	False
423	Hugh Grant	Hugh	Grant	4	5.0	hugh	grant	hugh_grant	True
424	Peter Greenaway	Peter	Greenaway	5	9.0	peter	greenaway	peter_greenaway	True
425	Jennifer Grey	Jennifer	Grey	8	4.0	jennifer	grey	jennifer_grey	True
426	Pam Grier	Pam	Grier	3	5.0	pam	grier	pam_grier	True
427	D.W. Griffith	D.W.	Griffith	4	8.0	d.w.	griffith	d.w._griffith	False
428	Melanie Griffith	Melanie	Griffith	7	8.0	melanie	griffith	melanie_griffith	True
429	Steve Guttenberg	Steve	Guttenberg	5	10.0	steve	guttenberg	steve_guttenberg	True
430	Taylor Hackford	Taylor	Hackford	6	8.0	taylor	hackford	taylor_hackford	True
431	Gene Hackman	Gene	Hackman	4	7.0	gene	hackman	gene_hackman	True
432	Corey Haim	Corey	Haim	5	4.0	corey	haim	corey_haim	True
433	Mark Hamill	Mark	Hamill	4	6.0	mark	hamill	mark_hamill	True
434	Daryl Hannah	Daryl	Hannah	5	6.0	daryl	hannah	daryl_hannah	True
435	Curtis Hanson	Curtis	Hanson	6	6.0	curtis	hanson	curtis_hanson	True
436	Woody Harrelson	Woody	Harrelson	5	9.0	woody	harrelson	woody_harrelson	True
437	Ed Harris	Ed	Harris	2	6.0	ed	harris	ed_harris	True
438	Neil Patrick Harris	Neil	Patrick Harris	4	14.0	neil	patrick harris	neil_patrick harris	False
439	Nina Hartley	Nina	Hartley	4	7.0	nina	hartley	nina_hartley	True
440	Noah Hathaway	Noah	Hathaway	4	8.0	noah	hathaway	noah_hathaway	False
441	Rutger Hauer	Rutger	Hauer	6	5.0	rutger	hauer	rutger_hauer	True
442	Goldie Hawn	Goldie	Hawn	6	4.0	goldie	hawn	goldie_hawn	True
443	Glenne Headly	Glenne	Headly	6	6.0	glenne	headly	glenne_headly	True
444	Dan Hedaya	Dan	Hedaya	3	6.0	dan	hedaya	dan_hedaya	False
445	Mariel Hemingway	Mariel	Hemingway	6	9.0	mariel	hemingway	mariel_hemingway	True
446	Marilu Henner	Marilu	Henner	6	6.0	marilu	henner	marilu_henner	True
447	Lance Henriksen	Lance	Henriksen	5	9.0	lance	henriksen	lance_henriksen	True
448	Natasha Henstridge	Natasha	Henstridge	7	10.0	natasha	henstridge	natasha_henstridge	True
449	Philip Seymour Hoffman	Philip	Seymour Hoffman	6	15.0	philip	seymour hoffman	philip_seymour hoffman	False
450	Gaby Hoffmann	Gaby	Hoffmann	4	8.0	gaby	hoffmann	gaby_hoffmann	False
451	Lauren Holly	Lauren	Holly	6	5.0	lauren	holly	lauren_holly	True
452	Ian Holm	Ian	Holm	3	4.0	ian	holm	ian_holm	True
453	Dennis Hopper	Dennis	Hopper	6	6.0	dennis	hopper	dennis_hopper	True
454	John Hughes	John	Hughes	4	6.0	john	hughes	john_hughes	True
455	Holly Hunter	Holly	Hunter	5	6.0	holly	hunter	holly_hunter	True
456	John Hurt	John	Hurt	4	4.0	john	hurt	john_hurt	True
457	William Hurt	William	Hurt	7	4.0	william	hurt	william_hurt	True
458	Timothy Hutton	Timothy	Hutton	7	6.0	timothy	hutton	timothy_hutton	True
459	Jeremy Irons	Jeremy	Irons	6	5.0	jeremy	irons	jeremy_irons	True
460	Michael Ironside	Michael	Ironside	7	8.0	michael	ironside	michael_ironside	True
461	Kate Jackson	Kate	Jackson	4	7.0	kate	jackson	kate_jackson	True
462	Famke Janssen	Famke	Janssen	5	7.0	famke	janssen	famke_janssen	True
463	Jim Jarmusch	Jim	Jarmusch	3	8.0	jim	jarmusch	jim_jarmusch	True
464	Ron Jeremy	Ron	Jeremy	3	6.0	ron	jeremy	ron_jeremy	True
465	Jean-Pierre Jeunet	Jean-Pierre	Jeunet	11	6.0	jean-pierre	jeunet	jean-pierre_jeunet	False
466	Don Johnson	Don	Johnson	3	7.0	don	johnson	don_johnson	True
467	Lynn-Holly Johnson	Lynn-Holly	Johnson	10	7.0	lynn-holly	johnson	lynn-holly_johnson	False
468	James Earl Jones	James	Earl Jones	5	10.0	james	earl jones	james_earl jones	False
469	Jeffrey Jones	Jeffrey	Jones	7	5.0	jeffrey	jones	jeffrey_jones	True
470	Raul Julia	Raul	Julia	4	5.0	raul	julia	raul_julia	True
471	Boris Karloff	Boris	Karloff	5	7.0	boris	karloff	boris_karloff	True
472	Diane Keaton	Diane	Keaton	5	6.0	diane	keaton	diane_keaton	True
473	Michael Keaton	Michael	Keaton	7	6.0	michael	keaton	michael_keaton	True
474	Patsy Kensit	Patsy	Kensit	5	6.0	patsy	kensit	patsy_kensit	True
475	Sally Kirkland	Sally	Kirkland	5	8.0	sally	kirkland	sally_kirkland	True
476	Mia Kirshner	Mia	Kirshner	3	8.0	mia	kirshner	mia_kirshner	True
477	Tawny Kitaen	Tawny	Kitaen	5	6.0	tawny	kitaen	tawny_kitaen	False
478	Walter Koenig	Walter	Koenig	6	6.0	walter	koenig	walter_koenig	True
479	Elias Koteas	Elias	Koteas	5	6.0	elias	koteas	elias_koteas	True
480	Alice Krige	Alice	Krige	5	5.0	alice	krige	alice_krige	True
481	Sylvia Kristel	Sylvia	Kristel	6	7.0	sylvia	kristel	sylvia_kristel	True
482	Christopher Lambert	Christopher	Lambert	11	7.0	christopher	lambert	christopher_lambert	True
483	John Landis	John	Landis	4	6.0	john	landis	john_landis	True
484	Fritz Lang	Fritz	Lang	5	4.0	fritz	lang	fritz_lang	True
485	Heather Langenkamp	Heather	Langenkamp	7	10.0	heather	langenkamp	heather_langenkamp	False
486	Ang Lee	Ang	Lee	3	3.0	ang	lee	ang_lee	True
487	Brandon Lee	Brandon	Lee	7	3.0	brandon	lee	brandon_lee	True
488	Christopher Lee	Christopher	Lee	11	3.0	christopher	lee	christopher_lee	True
489	Spike Lee	Spike	Lee	5	3.0	spike	lee	spike_lee	True
490	John Leguizamo	John	Leguizamo	4	9.0	john	leguizamo	john_leguizamo	True
491	Jennifer Jason Leigh	Jennifer	Jason Leigh	8	11.0	jennifer	jason leigh	jennifer_jason leigh	False
492	Jack Lemmon	Jack	Lemmon	4	6.0	jack	lemmon	jack_lemmon	True
493	Robert Sean Leonard	Robert	Sean Leonard	6	12.0	robert	sean leonard	robert_sean leonard	False
494	Téa Leoni	Téa	Leoni	3	5.0	téa	leoni	téa_leoni	True
495	Juliette Lewis	Juliette	Lewis	8	5.0	juliette	lewis	juliette_lewis	True
496	Jennifer Lien	Jennifer	Lien	8	4.0	jennifer	lien	jennifer_lien	False
497	Matthew Lillard	Matthew	Lillard	7	7.0	matthew	lillard	matthew_lillard	True
498	Bai Ling	Bai	Ling	3	4.0	bai	ling	bai_ling	True
499	Richard Linklater	Richard	Linklater	7	9.0	richard	linklater	richard_linklater	True
500	Ray Liotta	Ray	Liotta	3	6.0	ray	liotta	ray_liotta	True
501	Christopher Lloyd	Christopher	Lloyd	11	5.0	christopher	lloyd	christopher_lloyd	True
502	Emily Lloyd	Emily	Lloyd	5	5.0	emily	lloyd	emily_lloyd	True
503	Amy Locane	Amy	Locane	3	6.0	amy	locane	amy_locane	False
504	Nia Long	Nia	Long	3	4.0	nia	long	nia_long	True
505	Julia Louis-Dreyfus	Julia	Louis-Dreyfus	5	13.0	julia	louis-dreyfus	julia_louis-dreyfus	False
506	Rob Lowe	Rob	Lowe	3	4.0	rob	lowe	rob_lowe	True
507	Carey Lowell	Carey	Lowell	5	6.0	carey	lowell	carey_lowell	False
508	Bela Lugosi	Bela	Lugosi	4	6.0	bela	lugosi	bela_lugosi	True
509	Andie MacDowell	Andie	MacDowell	5	9.0	andie	macdowell	andie_macdowell	True
510	Shirley MacLaine	Shirley	MacLaine	7	8.0	shirley	maclaine	shirley_maclaine	True
511	Elle Macpherson	Elle	Macpherson	4	10.0	elle	macpherson	elle_macpherson	False
512	William H. Macy	William	H. Macy	7	7.0	william	h. macy	william_h. macy	False
513	Michael Madsen	Michael	Madsen	7	6.0	michael	madsen	michael_madsen	True
514	Virginia Madsen	Virginia	Madsen	8	6.0	virginia	madsen	virginia_madsen	True
515	Lee Majors	Lee	Majors	3	6.0	lee	majors	lee_majors	True
516	Terrence Malick	Terrence	Malick	8	6.0	terrence	malick	terrence_malick	True
517	John Malkovich	John	Malkovich	4	9.0	john	malkovich	john_malkovich	True
518	David Mamet	David	Mamet	5	5.0	david	mamet	david_mamet	True
519	Michael Mann	Michael	Mann	7	4.0	michael	mann	michael_mann	True
520	Sophie Marceau	Sophie	Marceau	6	7.0	sophie	marceau	sophie_marceau	True
521	Vanessa Marcil	Vanessa	Marcil	7	6.0	vanessa	marcil	vanessa_marcil	True
522	Julianna Margulies	Julianna	Margulies	8	9.0	julianna	margulies	julianna_margulies	True
523	Mary Stuart Masterson	Mary	Stuart Masterson	4	16.0	mary	stuart masterson	mary_stuart masterson	False
524	Heather Matarazzo	Heather	Matarazzo	7	9.0	heather	matarazzo	heather_matarazzo	True
525	Samantha Mathis	Samantha	Mathis	8	6.0	samantha	mathis	samantha_mathis	True
526	Walter Matthau	Walter	Matthau	6	7.0	walter	matthau	walter_matthau	True
527	Mathilda May	Mathilda	May	8	3.0	mathilda	may	mathilda_may	True
528	Debi Mazar	Debi	Mazar	4	5.0	debi	mazar	debi_mazar	True
529	Andrew McCarthy	Andrew	McCarthy	6	8.0	andrew	mccarthy	andrew_mccarthy	True
530	Frances McDormand	Frances	McDormand	7	9.0	frances	mcdormand	frances_mcdormand	True
531	Malcolm McDowell	Malcolm	McDowell	7	8.0	malcolm	mcdowell	malcolm_mcdowell	True
532	Gates McFadden	Gates	McFadden	5	8.0	gates	mcfadden	gates_mcfadden	False
533	Kelly McGillis	Kelly	McGillis	5	8.0	kelly	mcgillis	kelly_mcgillis	True
534	Rose McGowan	Rose	McGowan	4	7.0	rose	mcgowan	rose_mcgowan	True
535	Robert Duncan McNeill	Robert	Duncan McNeill	6	14.0	robert	duncan mcneill	robert_duncan mcneill	False
536	Steve McQueen	Steve	McQueen	5	7.0	steve	mcqueen	steve_mcqueen	True
537	Colm Meaney	Colm	Meaney	4	6.0	colm	meaney	colm_meaney	True
538	Dina Meyer	Dina	Meyer	4	5.0	dina	meyer	dina_meyer	False
539	Russ Meyer	Russ	Meyer	4	5.0	russ	meyer	russ_meyer	True
540	Bette Midler	Bette	Midler	5	6.0	bette	midler	bette_midler	True
541	Penelope Ann Miller	Penelope	Ann Miller	8	10.0	penelope	ann miller	penelope_ann miller	False
542	Sal Mineo	Sal	Mineo	3	5.0	sal	mineo	sal_mineo	True
543	Carmen Miranda	Carmen	Miranda	6	7.0	carmen	miranda	carmen_miranda	True
544	Helen Mirren	Helen	Mirren	5	6.0	helen	mirren	helen_mirren	True
545	Matthew Modine	Matthew	Modine	7	6.0	matthew	modine	matthew_modine	True
546	Alfred Molina	Alfred	Molina	6	6.0	alfred	molina	alfred_molina	True
547	Elizabeth Montgomery	Elizabeth	Montgomery	9	10.0	elizabeth	montgomery	elizabeth_montgomery	True
548	Roger Moore	Roger	Moore	5	5.0	roger	moore	roger_moore	True
549	Kate Mulgrew	Kate	Mulgrew	4	7.0	kate	mulgrew	kate_mulgrew	True
550	Dermot Mulroney	Dermot	Mulroney	6	8.0	dermot	mulroney	dermot_mulroney	True
551	Eddie Murphy	Eddie	Murphy	5	6.0	eddie	murphy	eddie_murphy	True
552	Liam Neeson	Liam	Neeson	4	6.0	liam	neeson	liam_neeson	True
553	Sam Neill	Sam	Neill	3	5.0	sam	neill	sam_neill	True
554	Judd Nelson	Judd	Nelson	4	6.0	judd	nelson	judd_nelson	True
555	Olivia Newton-John	Olivia	Newton-John	6	11.0	olivia	newton-john	olivia_newton-john	False
556	Brigitte Nielsen	Brigitte	Nielsen	8	7.0	brigitte	nielsen	brigitte_nielsen	True
557	Leslie Nielsen	Leslie	Nielsen	6	7.0	leslie	nielsen	leslie_nielsen	True
558	Leonard Nimoy	Leonard	Nimoy	7	5.0	leonard	nimoy	leonard_nimoy	True
559	Nick Nolte	Nick	Nolte	4	5.0	nick	nolte	nick_nolte	True
560	Peter North	Peter	North	5	5.0	peter	north	peter_north	False
561	Jeremy Northam	Jeremy	Northam	6	7.0	jeremy	northam	jeremy_northam	True
562	Chris O'Donnell	Chris	O'Donnell	5	9.0	chris	o'donnell	chris_o'donnell	False
563	Peter O'Toole	Peter	O'Toole	5	7.0	peter	o'toole	peter_o'toole	False
564	Lena Olin	Lena	Olin	4	4.0	lena	olin	lena_olin	True
565	Julia Ormond	Julia	Ormond	5	6.0	julia	ormond	julia_ormond	True
566	George Orwell	George	Orwell	6	6.0	george	orwell	george_orwell	True
567	Frank Oz	Frank	Oz	5	2.0	frank	oz	frank_oz	True
568	Gwyneth Paltrow	Gwyneth	Paltrow	7	7.0	gwyneth	paltrow	gwyneth_paltrow	True
569	Alan Parker	Alan	Parker	4	6.0	alan	parker	alan_parker	True
570	Mary-Louise Parker	Mary-Louise	Parker	11	6.0	mary-louise	parker	mary-louise_parker	False
571	Sarah Jessica Parker	Sarah	Jessica Parker	5	14.0	sarah	jessica parker	sarah_jessica parker	False
572	Dolly Parton	Dolly	Parton	5	6.0	dolly	parton	dolly_parton	True
573	Jason Patric	Jason	Patric	5	6.0	jason	patric	jason_patric	True
574	Alexandra Paul	Alexandra	Paul	9	4.0	alexandra	paul	alexandra_paul	True
575	Sean Penn	Sean	Penn	4	4.0	sean	penn	sean_penn	True
576	George Peppard	George	Peppard	6	7.0	george	peppard	george_peppard	True
577	Anthony Perkins	Anthony	Perkins	7	7.0	anthony	perkins	anthony_perkins	True
578	Ron Perlman	Ron	Perlman	3	7.0	ron	perlman	ron_perlman	True
579	Luke Perry	Luke	Perry	4	5.0	luke	perry	luke_perry	True
580	Joseph L. Mankiewicz	Joseph	L. Mankiewicz	6	13.0	joseph	l. mankiewicz	joseph_l. mankiewicz	False
581	Joe Pesci	Joe	Pesci	3	5.0	joe	pesci	joe_pesci	True
582	Wolfgang Petersen	Wolfgang	Petersen	8	8.0	wolfgang	petersen	wolfgang_petersen	True
583	Amanda Peterson	Amanda	Peterson	6	8.0	amanda	peterson	amanda_peterson	False
584	Robert Picardo	Robert	Picardo	6	7.0	robert	picardo	robert_picardo	False
585	Jada Pinkett Smith	Jada	Pinkett Smith	4	13.0	jada	pinkett smith	jada_pinkett smith	False
586	Donald Pleasence	Donald	Pleasence	6	9.0	donald	pleasence	donald_pleasence	True
587	Martha Plimpton	Martha	Plimpton	6	8.0	martha	plimpton	martha_plimpton	True
588	Eve Plumb	Eve	Plumb	3	5.0	eve	plumb	eve_plumb	False
589	Edgar Allan Poe	Edgar	Allan Poe	5	9.0	edgar	allan poe	edgar_allan poe	False
590	Roman Polanski	Roman	Polanski	5	8.0	roman	polanski	roman_polanski	True
591	Pete Postlethwaite	Pete	Postlethwaite	4	13.0	pete	postlethwaite	pete_postlethwaite	True
592	Kelly Preston	Kelly	Preston	5	7.0	kelly	preston	kelly_preston	True
593	Jason Priestley	Jason	Priestley	5	9.0	jason	priestley	jason_priestley	True
594	Victoria Principal	Victoria	Principal	8	9.0	victoria	principal	victoria_principal	True
595	Jonathan Pryce	Jonathan	Pryce	8	5.0	jonathan	pryce	jonathan_pryce	True
596	Bill Pullman	Bill	Pullman	4	7.0	bill	pullman	bill_pullman	True
597	Dennis Quaid	Dennis	Quaid	6	5.0	dennis	quaid	dennis_quaid	True
598	Kathleen Quinlan	Kathleen	Quinlan	8	7.0	kathleen	quinlan	kathleen_quinlan	True
599	Sam Raimi	Sam	Raimi	3	5.0	sam	raimi	sam_raimi	True
600	Harold Ramis	Harold	Ramis	6	5.0	harold	ramis	harold_ramis	True
601	Robert Redford	Robert	Redford	6	7.0	robert	redford	robert_redford	True
602	Vanessa Redgrave	Vanessa	Redgrave	7	8.0	vanessa	redgrave	vanessa_redgrave	True
603	John C. Reilly	John	C. Reilly	4	9.0	john	c. reilly	john_c. reilly	False
604	Brad Renfro	Brad	Renfro	4	6.0	brad	renfro	brad_renfro	True
605	Jean Reno	Jean	Reno	4	4.0	jean	reno	jean_reno	True
606	Paul Reubens	Paul	Reubens	4	7.0	paul	reubens	paul_reubens	True
607	Burt Reynolds	Burt	Reynolds	4	8.0	burt	reynolds	burt_reynolds	True
608	Ving Rhames	Ving	Rhames	4	6.0	ving	rhames	ving_rhames	True
609	Giovanni Ribisi	Giovanni	Ribisi	8	6.0	giovanni	ribisi	giovanni_ribisi	True
610	Ariana Richards	Ariana	Richards	6	8.0	ariana	richards	ariana_richards	True
611	Denise Richards	Denise	Richards	6	8.0	denise	richards	denise_richards	True
612	Joely Richardson	Joely	Richardson	5	10.0	joely	richardson	joely_richardson	False
613	Alan Rickman	Alan	Rickman	4	7.0	alan	rickman	alan_rickman	True
614	John Ritter	John	Ritter	4	6.0	john	ritter	john_ritter	True
615	Eric Roberts	Eric	Roberts	4	7.0	eric	roberts	eric_roberts	True
616	Tanya Roberts	Tanya	Roberts	5	7.0	tanya	roberts	tanya_roberts	True
617	Isabella Rossellini	Isabella	Rossellini	8	10.0	isabella	rossellini	isabella_rossellini	False
